DISCIPLINA	ANO	UNIDADES TEMÁTICAS	OBJETOS DE CONHECIMENTO	HABILIDADES	PILAR DE DECOMPOSIÇÃO	PILAR DE RECONHECIMENTO DE PADRÕES	PILAR DE ABSTRAÇÃO	PILAR DE ALGORITMOS	EXPLICAÇÃO
Matemáticas	8° ANO	Algebra	Sistema de equações polinomiais de 1º grau: resolução algébrica e representação no plano cartesiano	(EF08MA08) Resolver e elaborar problemas relacionados ao seu contexto próximo, que possam ser representados por sistemas de equações de 1º grau com duas incógnitas e interpretá-los, utilizando, inclusive, o plano cartesiano como recurso.	X			X	Dividir problemas em sistemas de equações menores. Criar passos para resolver e representar sistemas de equações no plano cartesiano.
Matemáticas	8° ANO	Algebra	Equação polinomial de 2º grau do tipo ax2 = b	(EF08MA09) Resolver e elaborar problemas que possam ser representados por equações polinomiais de 2º grau do tipo ax2 = b.			X	X	Generalizar a forma e solução de equações quadráticas. Desenvolver passos lógicos para resolver equações do tipo ax² = b.
Matemáticas	8° ANO	Algebra	Variação de grandezas: diretamente proporcionais, inversamente proporcionais ou não proporcionais	(EF08MA10) Identificar a natureza da variação de duas grandezas, diretamente, inversamente proporcionais ou não proporcionais, expressando a relação existente por meio de sentença algébrica e representá-la no plano cartesiano.			X	X	Generalizar relações de proporcionalidade entre grandezas.  Criar passos para identificar e representar variações de grandezas.
Matemáticas	8° ANO	Algebra	Variação de grandezas: diretamente proporcionais, inversamente proporcionais ou não proporcionais	(EF08MA11) Resolver e elaborar problemas que envolvam grandezas diretamente ou inversamente proporcionais, por meio de estratégias variadas.	X			X	Dividir problemas em partes menores para entender relações proporcionais. Desenvolver passos lógicos para resolver problemas de proporcionalidade.
Matemáticas	8° ANO	Geometria	Congruência de triângulos e demonstrações de propriedades de quadriláteros	(EF08MA12) Demonstrar propriedades de quadriláteros por meio da identificação da congruência de triângulos.		X	X		Generalizar a relação entre congruência de triângulos e propriedades de quadriláteros. Identificar padrões de congruência em figuras geométricas.
Matemáticas	8° ANO	Geometria	Construções geométricas: ângulos de 90°, 60°, 45° e 30° e polígonos regulares	(EF08MA13) Construir, utilizando instrumentos de desenho ou softwares de geometria dinâmica, mediatriz, bissetriz, ângulos de 90°, 60°, 45° e 30° e polígonos regulares.	X			X	Dividir construções geométricas em etapas menores. Criar passos lógicos para construir ângulos e polígonos regulares.
Matemáticas	8° ANO	Geometria	Mediatriz e bissetriz como lugares geométricos: construção e problemas	(EF08MA14) Aplicar os conceitos de mediatriz e bissetriz como lugares geométricos na resolução de problemas.			X	X	Generalizar conceitos de mediatriz e bissetriz. Desenvolver passos lógicos para aplicar mediatriz e bissetriz em problemas.
Matemáticas	8° ANO	Geometria	 Transformações geométricas: simetrias de translação, reflexão e rotação	(EF08MA15) Reconhecer e construir figuras obtidas por composições de transformações geométricas (translação, reflexão e rotação), com o uso de instrumentos de desenho ou de softwares de geometria dinâmica.			X	X	Generalizar conceitos de transformações geométricas. Desenvolver passos lógicos para realizar transformações geométricas.
Matemáticas	8° ANO	Grandezas e medidas	Área de figuras planas, Área do círculo e comprimento de sua circunferência	(EF08MA16) Resolver e elaborar problemas que envolvam medidas de área de figuras geométricas, utilizando expressões de cálculo de área (quadriláteros, triângulos e círculos), em situações como determinar medida de terrenos.	X			X	Desenvolver passos para calcular áreas de diferentes figuras geométricas. Dividir o problema em etapas menores para calcular áreas.
Matemáticas	8° ANO	Grandezas e medidas	Volume de cilindro reto e Medidas de capacidade	(EF08MA17) Reconhecer a relação entre um litro e um decímetro cúbico e a relação entre litro e metro cúbico, para resolver problemas de cálculo de capacidade de recipientes cujo formato é o de um bloco retangular ou de um cilindro reto.			X	X	Generalizar relações entre diferentes unidades de medida de capacidade. Desenvolver passos para calcular capacidades de recipientes.
Matemáticas	8° ANO	Grandezas e medidas	Volume de cilindro reto e Medidas de capacidade	(EF08MA18) Resolver e elaborar problemas que envolvam o cálculo do volume de um cilindro reto ou a capacidade de um recipiente cujo formato é o de um cilindro reto.	X			X	Desenvolver passos para calcular volumes de cilindros retos. Dividir o problema em etapas menores para calcular volumes.
Matemáticas	8° ANO	Probabilidade e estatística	Princípio multiplicativo da contagem, Soma das probabilidades de todos os elementos de um espaço amostral	(EF08MA19) Calcular a probabilidade de eventos, com base na construção do espaço amostral, utilizando o princípio multiplicativo, e reconhecer que a soma das probabilidades de todos os elementos do espaço amostral é igual a 1.		X		X	Desenvolver passos para calcular probabilidades usando o princípio multiplicativo. Identificar padrões na soma das probabilidades do espaço amostral.
Matemáticas	8° ANO	Probabilidade e estatística	Gráficos de barras, colunas, linhas ou setores e seus elementos constitutivos e adequação para determinado conjunto de dados 	(EF08MA20) Avaliar a adequação de diferentes tipos de gráficos para representar um conjunto de dados de uma pesquisa.		X	X		Generalizar critérios para escolher gráficos apropriados. Identificar padrões na representação gráfica de dados.
Matemáticas	8° ANO	Probabilidade e estatística	 Organização dos dados de uma variável contínua em classes 	(EF08MA21) Classificar as frequências de uma variável contínua de uma pesquisa em classes, de modo que resumam os dados de maneira adequada para a tomada de decisões.	X			X	Dividir a organização de dados em classes menores. Desenvolver passos para classificar frequências em classes.
Matemáticas	8° ANO	Probabilidade e estatística	 Medidas de tendência central e de dispersão	(EF08MA22) Obter os valores de medidas de tendência central de uma pesquisa estatística (média, moda e mediana) com a compreensão de seus significados e relacioná-los com a dispersão de dados, indicada pela amplitude.		X		X	Desenvolver passos para calcular medidas de tendência central. Identificar padrões de dispersão em dados estatísticos.
Matemáticas	8° ANO	Probabilidade e estatística	Pesquisas censitária ou amostral, Planejamento e execução de pesquisa amostral 	(EF08MA23) Selecionar razões, de diferentes naturezas (física, ética ou econômica), que justificam a realização de pesquisas amostrais e não censitárias, e reconhecer que a seleção da amostra pode ser feita de diferentes maneiras (amostra casual simples, sistemática e estratificada).	X		X		Generalizar critérios para escolher entre pesquisas censitárias e amostrais. Dividir a seleção de amostras em diferentes métodos.
Matemáticas	8° ANO	Probabilidade e estatística	Pesquisas censitária ou amostral, Planejamento e execução de pesquisa amostral 	(EF08MA24) Planejar e executar pesquisa amostral, selecionando uma técnica de amostragem adequada, e escrever relatório que contenha os gráficos apropriados para representar os conjuntos de dados, destacando aspectos como as medidas de tendência central, a amplitude e as conclusões.	X			X	Desenvolver passos para planejar e executar pesquisas amostrais. Dividir o planejamento de pesquisa em etapas menores para organização e análise de dados.
Matemáticas	9° ANO	Números	Necessidade dos números reais para medir qualquer segmento de reta	(EF09MA01) Reconhecer que, uma vez fixada uma unidade de comprimento, existem segmentos de reta cujo comprimento não é expresso por número racional, como as medidas de diagonais de um polígono e alturas de um triângulo.		X	X		Compreender a necessidade dos números reais além dos racionais. Identificar padrões em medidas que não são números racionais.
Matemáticas	9° ANO	Números	Números irracionais: reconhecimento e localização de alguns na reta numérica	(EF09MA02) Reconhecer um número irracional como um número real cuja representação decimal é infinita e não periódica, e estimar a localização de alguns deles na reta numérica. 		X	X		Generalizar o conceito de números irracionais. Localizar números irracionais na reta numérica.
Matemáticas	9° ANO	Números	Potências com expoentes negativos e fracionários	(EF09MA03) Efetuar cálculos com números reais, inclusive potências com expoentes negativos e fracionários.	X			X	Desenvolver passos para calcular potências com expoentes negativos e fracionários. Quebrar cálculos complexos em operações menores.
Matemáticas	9° ANO	Números	Números reais: notação científica e problemas	(EF09MA04) Resolver e elaborar problemas com números reais, inclusive em notação científica, envolvendo diferentes operações.	X			X	Criar passos para resolver problemas utilizando notação científica. Dividir problemas em cálculos menores.
